oopsla 2017项目数据,,,,,,,,,,,,,,,,,
seq,project,file path,file name,line number,modified java files,git command, commit link,,,,,,,,,,
127,elastic/elasticsearch,sql/server/src/main/java/org/elasticsearch/xpack/sql/expression/AttributeSet.java,AttributeSet.java,L231-L231,46,git diff 7b701cbf8824dc7eff217f0da9552f57923cc020 4e49769efb537ac61a36676998c1aea4e1e14b08 sql/server/src/main/java/org/elasticsearch/xpack/sql/expression/AttributeSet.java,https://github.com/elastic/elasticsearch/commit/4e49769efb537ac61a36676998c1aea4e1e14b08,,,,,,,,,,
128,elastic/elasticsearch,sql/server/src/main/java/org/elasticsearch/xpack/sql/expression/AttributeSet.java,AttributeSet.java,L235-L235,46,git diff 7b701cbf8824dc7eff217f0da9552f57923cc020 4e49769efb537ac61a36676998c1aea4e1e14b08 sql/server/src/main/java/org/elasticsearch/xpack/sql/expression/AttributeSet.java,https://github.com/elastic/elasticsearch/commit/4e49769efb537ac61a36676998c1aea4e1e14b08,,,,,,,,,,
129,elastic/elasticsearch,sql/server/src/main/java/org/elasticsearch/xpack/sql/optimizer/Optimizer.java,Optimizer.java,L256-L256,46,git diff 7b701cbf8824dc7eff217f0da9552f57923cc020 4e49769efb537ac61a36676998c1aea4e1e14b08 sql/server/src/main/java/org/elasticsearch/xpack/sql/optimizer/Optimizer.java,https://github.com/elastic/elasticsearch/commit/4e49769efb537ac61a36676998c1aea4e1e14b08,,,,,,,,,,
130,elastic/elasticsearch,sql/server/src/main/java/org/elasticsearch/xpack/sql/optimizer/Optimizer.java,Optimizer.java,L293-L293,46,git diff 7b701cbf8824dc7eff217f0da9552f57923cc020 4e49769efb537ac61a36676998c1aea4e1e14b08 sql/server/src/main/java/org/elasticsearch/xpack/sql/optimizer/Optimizer.java,https://github.com/elastic/elasticsearch/commit/4e49769efb537ac61a36676998c1aea4e1e14b08,,,,,,,,,,
131,elastic/elasticsearch,sql/server/src/main/java/org/elasticsearch/xpack/sql/planner/QueryTranslator.java,QueryTranslator.java,L195-L195,46,git diff 7b701cbf8824dc7eff217f0da9552f57923cc020 4e49769efb537ac61a36676998c1aea4e1e14b08 sql/server/src/main/java/org/elasticsearch/xpack/sql/planner/QueryTranslator.java,https://github.com/elastic/elasticsearch/commit/4e49769efb537ac61a36676998c1aea4e1e14b08,,,,,,,,,,
132,elastic/elasticsearch,core/src/test/java/org/elasticsearch/transport/RemoteClusterConnectionTests.java,RemoteClusterConnectionTests.java,L380-L383,26,git diff dd0bb580b0f344695f8ed5eef099882033e1efda 29450de7b56dd34182bd73e13c85867ce545849f core/src/test/java/org/elasticsearch/transport/RemoteClusterConnectionTests.java,https://github.com/elastic/elasticsearch/commit/29450de7b56dd34182bd73e13c85867ce545849f,,,,,,,,,,
133,elastic/elasticsearch,core/src/test/java/org/elasticsearch/transport/RemoteClusterConnectionTests.java,RemoteClusterConnectionTests.java,L384-L387,26,git diff dd0bb580b0f344695f8ed5eef099882033e1efda 29450de7b56dd34182bd73e13c85867ce545849f core/src/test/java/org/elasticsearch/transport/RemoteClusterConnectionTests.java,https://github.com/elastic/elasticsearch/commit/29450de7b56dd34182bd73e13c85867ce545849f,,,,,,,,,,
134,elastic/elasticsearch,core/src/test/java/org/elasticsearch/transport/RemoteClusterServiceTests.java,RemoteClusterServiceTests.java,L150-L150,26,git diff dd0bb580b0f344695f8ed5eef099882033e1efda 29450de7b56dd34182bd73e13c85867ce545849f core/src/test/java/org/elasticsearch/transport/RemoteClusterServiceTests.java,https://github.com/elastic/elasticsearch/commit/29450de7b56dd34182bd73e13c85867ce545849f,,,,,,,,,,
135,goldmansachs/gs-collections,performance-tests/src/test/java/com/gs/collections/impl/parallel/SerialParallelLazyPerformanceTest.java,SerialParallelLazyPerformanceTest.java,L485-L485,1,git diff 975757bf13965b2babcc8efddb35d77db91ffb43 ed779b4e1539389450e78f4f0cce74dc781e8a3c performance-tests/src/test/java/com/gs/collections/impl/parallel/SerialParallelLazyPerformanceTest.java,https://github.com/goldmansachs/gs-collections/commit/ed779b4e1539389450e78f4f0cce74dc781e8a3c,,,,,,,,,无关,
136,goldmansachs/gs-collections,performance-tests/src/test/java/com/gs/collections/impl/parallel/SerialParallelLazyPerformanceTest.java,SerialParallelLazyPerformanceTest.java,L486-L486,1,git diff 975757bf13965b2babcc8efddb35d77db91ffb43 ed779b4e1539389450e78f4f0cce74dc781e8a3c performance-tests/src/test/java/com/gs/collections/impl/parallel/SerialParallelLazyPerformanceTest.java,https://github.com/goldmansachs/gs-collections/commit/ed779b4e1539389450e78f4f0cce74dc781e8a3c,,,,,,,,,无关,
137,goldmansachs/gs-collections,performance-tests/src/test/java/com/gs/collections/impl/parallel/SerialParallelLazyPerformanceTest.java,SerialParallelLazyPerformanceTest.java,L487-L487,1,git diff 975757bf13965b2babcc8efddb35d77db91ffb43 ed779b4e1539389450e78f4f0cce74dc781e8a3c performance-tests/src/test/java/com/gs/collections/impl/parallel/SerialParallelLazyPerformanceTest.java,https://github.com/goldmansachs/gs-collections/commit/ed779b4e1539389450e78f4f0cce74dc781e8a3c,,,,,,,,,无关,
138,JetBrains/intellij-plugins,PerforceIntegration/testSource/org/jetbrains/idea/perforce/PerforceTestCase.java,PerforceTestCase.java,L511-L515,1,git diff 46a6e9d352ef89a13ac21ed422302ec50d96c186 a83a6d13622af06ecd0f1b72f5cd92e13dd2d277 PerforceIntegration/testSource/org/jetbrains/idea/perforce/PerforceTestCase.java,https://github.com/JetBrains/intellij-plugins/commit/a83a6d13622af06ecd0f1b72f5cd92e13dd2d277,,,,,,,,,噪声,
139,JetBrains/intellij-plugins,PerforceIntegration/testSource/org/jetbrains/idea/perforce/PerforceTestCase.java,PerforceTestCase.java,L518-L526,1,git diff 46a6e9d352ef89a13ac21ed422302ec50d96c186 a83a6d13622af06ecd0f1b72f5cd92e13dd2d277 PerforceIntegration/testSource/org/jetbrains/idea/perforce/PerforceTestCase.java,https://github.com/JetBrains/intellij-plugins/commit/a83a6d13622af06ecd0f1b72f5cd92e13dd2d277,,,,,,,,,噪声,
140,JetBrains/intellij-plugins,cucumber-java/src/org/jetbrains/plugins/cucumber/java/run/CucumberJavaFeatureRunConfigurationProducer.java,CucumberJavaFeatureRunConfigurationProducer.java,L29-L36,8,git diff bfa44b1ba97f7547717b1ff43c6cf49a8bab25ca a66b4b6bc84840432663c5322d09f65ceeab028f cucumber-java/src/org/jetbrains/plugins/cucumber/java/run/CucumberJavaFeatureRunConfigurationProducer.java,https://github.com/JetBrains/intellij-plugins/commit/a66b4b6bc84840432663c5322d09f65ceeab028f,,,,,,,,,,
141,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/util/collection/HeapTrackingOrderedAppendMap.java,HeapTrackingOrderedAppendMap.java,L124-L124,2,git diff 49498524b5e0cd24f2f2da65312df6e124ca905c 5bf5f63badbc9c002441c2c353b3c2a0f45e0684 community/kernel/src/main/java/org/neo4j/kernel/impl/util/collection/HeapTrackingOrderedAppendMap.java,https://github.com/neo4j/neo4j/commit/5bf5f63badbc9c002441c2c353b3c2a0f45e0684,,,,,,,,,无关,
142,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/api/state/TxState.java,TxState.java,L776-L776,1,git diff 5caad7a04048cdb9cfd82149c03bfc3f61a1be33 258aeda474b06fc2824136a7c9f49bb5ee91683e community/kernel/src/main/java/org/neo4j/kernel/impl/api/state/TxState.java,https://github.com/neo4j/neo4j/commit/258aeda474b06fc2824136a7c9f49bb5ee91683e,,,,,,,,,无关,
143,neo4j/neo4j,community/cypher/runtime-util/src/main/java/org/neo4j/cypher/result/NaiveQuerySubscription.java,NaiveQuerySubscription.java,L105-L114,1,git diff 9d35d0ca6c020ab05bb8c3cd6f5021a132b86b02 f0f6cb0fc61833a49d10760691818e4a1db67e01 community/cypher/runtime-util/src/main/java/org/neo4j/cypher/result/NaiveQuerySubscription.java,https://github.com/neo4j/neo4j/commit/f0f6cb0fc61833a49d10760691818e4a1db67e01,,,,,,,,,无关,
144,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,NodeSchemaMatcherTest.java,L79-L79,20,git diff 8751a5355e1134904d217f18bac1e977535cb7e5 9cde420995bc35c6ec7efe111b5cfa7b8a926217 community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,https://github.com/neo4j/neo4j/commit/9cde420995bc35c6ec7efe111b5cfa7b8a926217,,,,,,,,,,
145,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,NodeSchemaMatcherTest.java,L91-L91,20,git diff 8751a5355e1134904d217f18bac1e977535cb7e5 9cde420995bc35c6ec7efe111b5cfa7b8a926217 community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,https://github.com/neo4j/neo4j/commit/9cde420995bc35c6ec7efe111b5cfa7b8a926217,,,,,,,,,,
146,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,NodeSchemaMatcherTest.java,L103-L103,20,git diff 8751a5355e1134904d217f18bac1e977535cb7e5 9cde420995bc35c6ec7efe111b5cfa7b8a926217 community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,https://github.com/neo4j/neo4j/commit/9cde420995bc35c6ec7efe111b5cfa7b8a926217,,,,,,,,,,
147,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,NodeSchemaMatcherTest.java,L115-L115,20,git diff 8751a5355e1134904d217f18bac1e977535cb7e5 9cde420995bc35c6ec7efe111b5cfa7b8a926217 community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,https://github.com/neo4j/neo4j/commit/9cde420995bc35c6ec7efe111b5cfa7b8a926217,,,,,,,,,,
148,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,NodeSchemaMatcherTest.java,L127-L127,20,git diff 8751a5355e1134904d217f18bac1e977535cb7e5 9cde420995bc35c6ec7efe111b5cfa7b8a926217 community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,https://github.com/neo4j/neo4j/commit/9cde420995bc35c6ec7efe111b5cfa7b8a926217,,,,,,,,,,
149,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,NodeSchemaMatcherTest.java,L143-L143,20,git diff 8751a5355e1134904d217f18bac1e977535cb7e5 9cde420995bc35c6ec7efe111b5cfa7b8a926217 community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,https://github.com/neo4j/neo4j/commit/9cde420995bc35c6ec7efe111b5cfa7b8a926217,,,,,,,,,,
150,neo4j/neo4j,community/community-it/kernel-it/src/test/java/org/neo4j/kernel/impl/api/index/IndexRecoveryIT.java,IndexRecoveryIT.java,L269-L273,35,git diff b2af1196d10d88b753f3a933bc85c1b6d43a0e0a f5b990814c32e9e4c06e51ffa4318a3cd983c294 community/community-it/kernel-it/src/test/java/org/neo4j/kernel/impl/api/index/IndexRecoveryIT.java,https://github.com/neo4j/neo4j/commit/f5b990814c32e9e4c06e51ffa4318a3cd983c294,,,,,,,,,,
151,neo4j/neo4j,enterprise/causal-clustering/src/main/java/org/neo4j/causalclustering/messaging/marshalling/v2/encoding/RaftMessageContentEncoder.java,RaftMessageContentEncoder.java,L101-L101,8,git diff 7e9dd4e89eb86e13f824e70f54d48deecb568050 b91cb2a32925bf0c030ac29d9bbc7a532871b18c enterprise/causal-clustering/src/main/java/org/neo4j/causalclustering/messaging/marshalling/v2/encoding/RaftMessageContentEncoder.java,https://github.com/neo4j/neo4j/commit/b91cb2a32925bf0c030ac29d9bbc7a532871b18c,,,,,,,,,,
152,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/newapi/KernelToken.java,KernelToken.java,L215-L215,97,git diff 95d984199e72a73e61f572010b2e62b481f76762 3229a9aa8b29a3575c9a81637597a2fe43391ea9 community/kernel/src/main/java/org/neo4j/kernel/impl/newapi/KernelToken.java,https://github.com/neo4j/neo4j/commit/3229a9aa8b29a3575c9a81637597a2fe43391ea9,,,,,,,,,,
153,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/newapi/KernelToken.java,KernelToken.java,L233-L233,97,git diff 95d984199e72a73e61f572010b2e62b481f76762 3229a9aa8b29a3575c9a81637597a2fe43391ea9 community/kernel/src/main/java/org/neo4j/kernel/impl/newapi/KernelToken.java,https://github.com/neo4j/neo4j/commit/3229a9aa8b29a3575c9a81637597a2fe43391ea9,,,,,,,,,,
154,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/index/schema/fusion/FusionIndexPopulatorTest.java,FusionIndexPopulatorTest.java,L317-L317,7613,git diff 9e8155a9702027298ef3c4192cf1d55ba9f6eb32 dfa65a6bd7c5bb9679e163e6ac749ea51beee79b community/kernel/src/test/java/org/neo4j/kernel/impl/index/schema/fusion/FusionIndexPopulatorTest.java,https://github.com/neo4j/neo4j/commit/dfa65a6bd7c5bb9679e163e6ac749ea51beee79b,,,,,,,,,,
155,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/core/ThreadToStatementContextBridge.java,ThreadToStatementContextBridge.java,L76-L79,1,git diff 582ba0ffa253d977e81f04b7202dd6a677717abe 87e7055673ee1386fb32d4161bc9c04061182af9 community/kernel/src/main/java/org/neo4j/kernel/impl/core/ThreadToStatementContextBridge.java,https://github.com/neo4j/neo4j/commit/87e7055673ee1386fb32d4161bc9c04061182af9,,,,,,,,,无关,
156,neo4j/neo4j,community/bolt/src/main/java/org/neo4j/bolt/transport/TransportWriteThrottle.java,TransportWriteThrottle.java,L53-L53,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/bolt/src/main/java/org/neo4j/bolt/transport/TransportWriteThrottle.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
157,neo4j/neo4j,community/cypher/cypher-planner-3.4/src/main/java/org/neo4j/cypher/internal/compiler/v3_4/common/CypherOrderability.java,CypherOrderability.java,L270-L270,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/cypher/cypher-planner-3.4/src/main/java/org/neo4j/cypher/internal/compiler/v3_4/common/CypherOrderability.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
158,neo4j/neo4j,community/cypher/cypher-planner-3.4/src/main/java/org/neo4j/cypher/internal/compiler/v3_4/common/CypherOrderability.java,CypherOrderability.java,L272-L272,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/cypher/cypher-planner-3.4/src/main/java/org/neo4j/cypher/internal/compiler/v3_4/common/CypherOrderability.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
159,neo4j/neo4j,community/cypher/cypher-planner-3.4/src/main/java/org/neo4j/cypher/internal/compiler/v3_4/common/CypherOrderability.java,CypherOrderability.java,L275-L275,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/cypher/cypher-planner-3.4/src/main/java/org/neo4j/cypher/internal/compiler/v3_4/common/CypherOrderability.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
160,neo4j/neo4j,community/cypher/cypher/src/main/java/org/neo4j/cypher/internal/tracing/TimingCompilationTracer.java,TimingCompilationTracer.java,L55-L55,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/cypher/cypher/src/main/java/org/neo4j/cypher/internal/tracing/TimingCompilationTracer.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
161,neo4j/neo4j,community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/util/BestFirstSelectorFactory.java,BestFirstSelectorFactory.java,L148-L148,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/util/BestFirstSelectorFactory.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
162,neo4j/neo4j,community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/util/PathInterestFactory.java,PathInterestFactory.java,L141-L141,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/util/PathInterestFactory.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
163,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/api/labelscan/NodeLabelUpdate.java,NodeLabelUpdate.java,L28-L28,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/kernel/src/main/java/org/neo4j/kernel/api/labelscan/NodeLabelUpdate.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
164,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/store/CommonAbstractStore.java,CommonAbstractStore.java,L701-L701,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/kernel/src/main/java/org/neo4j/kernel/impl/store/CommonAbstractStore.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
165,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/idmapping/string/Radix.java,Radix.java,L34-L34,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/idmapping/string/Radix.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
166,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/idmapping/string/Radix.java,Radix.java,L36-L36,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/cache/idmapping/string/Radix.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
167,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/RecoveryIT.java,RecoveryIT.java,L602-L602,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/kernel/src/test/java/org/neo4j/kernel/RecoveryIT.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
168,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/util/AutoCreatingHashMap.java,AutoCreatingHashMap.java,L150-L150,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/kernel/src/test/java/org/neo4j/kernel/impl/util/AutoCreatingHashMap.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
169,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/test/StreamConsumer.java,StreamConsumer.java,L41-L41,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/kernel/src/test/java/org/neo4j/test/StreamConsumer.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
170,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/test/rule/NeoStoresRule.java,NeoStoresRule.java,L170-L170,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/kernel/src/test/java/org/neo4j/test/rule/NeoStoresRule.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
171,neo4j/neo4j,community/primitive-collections/src/test/java/org/neo4j/collection/primitive/hopscotch/PrimitiveLongIntMapRIT.java,PrimitiveLongIntMapRIT.java,L104-L104,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/primitive-collections/src/test/java/org/neo4j/collection/primitive/hopscotch/PrimitiveLongIntMapRIT.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
172,neo4j/neo4j,community/primitive-collections/src/test/java/org/neo4j/collection/primitive/hopscotch/PrimitiveLongObjectMapRIT.java,PrimitiveLongObjectMapRIT.java,L104-L104,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/primitive-collections/src/test/java/org/neo4j/collection/primitive/hopscotch/PrimitiveLongObjectMapRIT.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
173,neo4j/neo4j,community/primitive-collections/src/test/java/org/neo4j/collection/primitive/hopscotch/PrimitiveLongSetRIT.java,PrimitiveLongSetRIT.java,L101-L101,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/primitive-collections/src/test/java/org/neo4j/collection/primitive/hopscotch/PrimitiveLongSetRIT.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
174,neo4j/neo4j,community/server/src/main/java/org/neo4j/server/rest/web/DatabaseActions.java,DatabaseActions.java,L233-L233,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/server/src/main/java/org/neo4j/server/rest/web/DatabaseActions.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
175,neo4j/neo4j,community/server/src/main/java/org/neo4j/server/rest/web/DatabaseActions.java,DatabaseActions.java,L1389-L1389,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/server/src/main/java/org/neo4j/server/rest/web/DatabaseActions.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
176,neo4j/neo4j,community/server/src/main/java/org/neo4j/server/rest/web/DatabaseActions.java,DatabaseActions.java,L1392-L1392,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/server/src/main/java/org/neo4j/server/rest/web/DatabaseActions.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
177,neo4j/neo4j,community/server/src/main/java/org/neo4j/server/web/Jetty9WebServer.java,Jetty9WebServer.java,L373-L373,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/server/src/main/java/org/neo4j/server/web/Jetty9WebServer.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
178,neo4j/neo4j,community/shell/src/main/java/org/neo4j/shell/kernel/apps/Ls.java,Ls.java,L172-L172,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e community/shell/src/main/java/org/neo4j/shell/kernel/apps/Ls.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
179,neo4j/neo4j,enterprise/backup/src/main/java/org/neo4j/backup/impl/BufferReusingChunkingChannelBuffer.java,BufferReusingChunkingChannelBuffer.java,L48-L48,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e enterprise/backup/src/main/java/org/neo4j/backup/impl/BufferReusingChunkingChannelBuffer.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
180,neo4j/neo4j,enterprise/causal-clustering/src/main/java/org/neo4j/causalclustering/core/consensus/roles/Voting.java,Voting.java,L100-L100,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e enterprise/causal-clustering/src/main/java/org/neo4j/causalclustering/core/consensus/roles/Voting.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
181,neo4j/neo4j,enterprise/cluster/src/test/java/org/neo4j/cluster/StateMachinesTest.java,StateMachinesTest.java,L60-L60,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e enterprise/cluster/src/test/java/org/neo4j/cluster/StateMachinesTest.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
182,neo4j/neo4j,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AtomicBroadcastStateTest.java,AtomicBroadcastStateTest.java,L55-L55,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AtomicBroadcastStateTest.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
183,neo4j/neo4j,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AtomicBroadcastStateTest.java,AtomicBroadcastStateTest.java,L73-L73,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AtomicBroadcastStateTest.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
184,neo4j/neo4j,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AtomicBroadcastStateTest.java,AtomicBroadcastStateTest.java,L93-L93,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AtomicBroadcastStateTest.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
185,neo4j/neo4j,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AtomicBroadcastStateTest.java,AtomicBroadcastStateTest.java,L110-L110,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AtomicBroadcastStateTest.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
186,neo4j/neo4j,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/cluster/ClusterContextTest.java,ClusterContextTest.java,L64-L64,654,git diff 4495c501776ac0b168098da9962704857603a189 3d568590f9ccc2db824e08690b011b824860074e enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/cluster/ClusterContextTest.java,https://github.com/neo4j/neo4j/commit/3d568590f9ccc2db824e08690b011b824860074e,,,,,,,,,,
